CODE;PARENT_CODE;ITEM_LEVEL;NAME_ET;NAME_EN;NAME_RU;SHORTNAME_ET;SHORTNAME_EN;SHORTNAME_RU;DESCRIPTION_ET;DESCRIPTION_EN;DESCRIPTION_RU;INCLUDES_ET;INCLUDES_EN;INCLUDES_RU;INCLUDES_ALSO_ET;INCLUDES_ALSO_EN;INCLUDES_ALSO_RU;EXCLUDES_ET;EXCLUDES_EN;EXCLUDES_RU;NOTES;MEAS_UNIT;ALTTEXT_ET;ALTTEXT_EN;ALTTEXT_RU;VALIDFROM;VALIDTO
2659;0793;3;Kandiküla;Kandiküla village;??????? ?????????;;;;Tartu maakond, Tartu linn, Kandiküla;Tartu county, Tartu city, Kandiküla village;????????? ????, ????? ?????, ??????? ?????????;;;;;;;;;;;;;;;;
2662;0714;3;Kandla küla;Kandla village;??????? ??????;;;;Saare maakond, Saaremaa vald, Kandla küla;Saare county, Saaremaa rural municipality, Kandla village;????????? ????, ??????? ????????, ??????? ??????;;;;;;;;;;;;;;;;
2664;0191;3;Kandle küla;Kandle village;??????? ??????;;;;Lääne-Viru maakond, Haljala vald, Kandle küla;Lääne-Viru county, Haljala rural municipality, Kandle village;?????-???????? ????, ??????? ???????, ??????? ??????;;;;;;;;;;;;;;;;
2666;0732;3;Kangavitsa küla;Kangavitsa village;??????? ??????????;;;;Võru maakond, Setomaa vald, Kangavitsa küla;Võru county, Setomaa rural municipality, Kangavitsa village;???????? ????, ??????? ???????, ??????? ??????????;;;;;;;;;;;;;;;;
2667;0284;3;Kanepi alevik;Kanepi small town;???????? ??????? ??????;;;;Põlva maakond, Kanepi vald, Kanepi alevik;Põlva county, Kanepi rural municipality, Kanepi small town;????????? ????, ??????? ??????, ???????? ??????? ??????;;;;;;;;;;;;;;;;
2668;0502;3;Kangru küla;Kangru village;??????? ??????;;;;Rapla maakond, Märjamaa vald, Kangru küla;Rapla county, Märjamaa rural municipality, Kangru village;????????? ????, ??????? ????????, ??????? ??????;;;;;;;;;;;;;;;;
2669;0638;3;Kangru küla;Kangru village;??????? ??????;;;;Pärnu maakond, Põhja-Pärnumaa vald, Kangru küla;Pärnu county, Põhja-Pärnumaa rural municipality, Kangru village;????????? ????, ??????? ?????-????????, ??????? ??????;;;;;;;;;;;;;;;;
2672;0714;3;Kangrusselja küla;Kangrusselja village;??????? ????????????;;;;Saare maakond, Saaremaa vald, Kangrusselja küla;Saare county, Saaremaa rural municipality, Kangrusselja village;????????? ????, ??????? ????????, ??????? ????????????;;;;;;;;;;;;;;;;
2673;0305;3;Kangru alevik;Kangru small town;???????? ??????? ??????;;;;Harju maakond, Kiili vald, Kangru alevik;Harju county, Kiili rural municipality, Kangru small town;????????? ????, ??????? ?????, ???????? ??????? ??????;;;;;;;;;;;;;;;;
2674;0615;3;Kangrussaare küla;Kangrussaare village;??????? ????????????;;;;Viljandi maakond, Põhja-Sakala vald, Kangrussaare küla;Viljandi county, Põhja-Sakala rural municipality, Kangrussaare village;???????????? ????, ??????? ?????-??????, ??????? ????????????;;;;;;;;;;;;;;;;
2675;0903;3;Kanguristi küla;Kanguristi village;??????? ??????????;;;;Lääne-Viru maakond, Viru-Nigula vald, Kanguristi küla;Lääne-Viru county, Viru-Nigula rural municipality, Kanguristi village;?????-???????? ????, ??????? ????-??????, ??????? ??????????;;;;;;;;;;;;;;;;
2677;0698;3;Kangsti küla;Kangsti village;??????? ???????;;;;Võru maakond, Rõuge vald, Kangsti küla;Võru county, Rõuge rural municipality, Kangsti village;???????? ????, ??????? ?????, ??????? ???????;;;;;;;;;;;;;;;;
2679;0901;3;Kannastiku küla;Kannastiku village;??????? ??????????;;;;Lääne-Viru maakond, Vinni vald, Kannastiku küla;Lääne-Viru county, Vinni rural municipality, Kannastiku village;?????-???????? ????, ??????? ?????, ??????? ??????????;;;;;;;;;;;;;;;;
2682;0291;3;Kannu küla;Kannu village;??????? ?????;;;;Tartu maakond, Kastre vald, Kannu küla;Tartu county, Kastre rural municipality, Kannu village;????????? ????, ??????? ??????, ??????? ?????;;;;;;;;;;;;;;;;
2683;0917;3;Kannu küla;Kannu village;??????? ?????;;;;Võru maakond, Võru vald, Kannu küla;Võru county, Võru rural municipality, Kannu village;???????? ????, ??????? ????, ??????? ?????;;;;;;;;;;;;;;;;
2685;0899;3;Kannuküla;Kannuküla village;??????? ?????????;;;;Viljandi maakond, Viljandi vald, Kannuküla;Viljandi county, Viljandi rural municipality, Kannuküla village;???????????? ????, ??????? ????????, ??????? ?????????;;;;;;;;;;;;;;;;
2688;0247;3;Kantküla;Kantküla village;??????? ????????;;;;Jõgeva maakond, Jõgeva vald, Kantküla;Jõgeva county, Jõgeva rural municipality, Kantküla village;?????????? ????, ??????? ??????, ??????? ????????;;;;;;;;;;;;;;;;
2689;0901;3;Kantküla;Kantküla village;??????? ????????;;;;Lääne-Viru maakond, Vinni vald, Kantküla;Lääne-Viru county, Vinni rural municipality, Kantküla village;?????-???????? ????, ??????? ?????, ??????? ????????;;;;;;;;;;;;;;;;
2690;0338;3;Kantküla;Kantküla village;??????? ????????;;;;Harju maakond, Kose vald, Kantküla;Harju county, Kose rural municipality, Kantküla village;????????? ????, ??????? ????, ??????? ????????;;;;;;;;;;;;;;;;
2691;0478;3;Kantsi küla;Kantsi village;??????? ??????;;;;Saare maakond, Muhu vald, Kantsi küla;Saare county, Muhu rural municipality, Kantsi village;????????? ????, ??????? ????, ??????? ??????;;;;;;;;;;;;;;;;
2694;0917;3;Kapera küla;Kapera village;??????? ??????;;;;Võru maakond, Võru vald, Kapera küla;Võru county, Võru rural municipality, Kapera village;???????? ????, ??????? ????, ??????? ??????;;;;;;;;;;;;;;;;
2695;0478;3;Kapi küla;Kapi village;??????? ????;;;;Saare maakond, Muhu vald, Kapi küla;Saare county, Muhu rural municipality, Kapi village;????????? ????, ??????? ????, ??????? ????;;;;;;;;;;;;;;;;
2697;0714;3;Kapra küla;Kapra village;??????? ?????;;;;Saare maakond, Saaremaa vald, Kapra küla;Saare county, Saaremaa rural municipality, Kapra village;????????? ????, ??????? ????????, ??????? ?????;;;;;;;;;;;;;;;;
2699;0171;3;Kapsta küla;Kapsta village;??????? ??????;;;;Tartu maakond, Elva vald, Kapsta küla;Tartu county, Elva rural municipality, Kapsta village;????????? ????, ??????? ????, ??????? ??????;;;;;;;;;;;;;;;;
2702;0255;3;Kapu küla;Kapu village;??????? ????;;;;Järva maakond, Järva vald, Kapu küla;Järva county, Järva rural municipality, Kapu village;???????? ????, ??????? ????, ??????? ????;;;;;;;;;;;;;;;;
2704;0698;3;Karaski küla;Karaski village;??????? ???????;;;;Võru maakond, Rõuge vald, Karaski küla;Võru county, Rõuge rural municipality, Karaski village;???????? ????, ??????? ?????, ??????? ???????;;;;;;;;;;;;;;;;
2705;0714;3;Karala küla;Karala village;??????? ??????;;;;Saare maakond, Saaremaa vald, Karala küla;Saare county, Saaremaa rural municipality, Karala village;????????? ????, ??????? ????????, ??????? ??????;;;;;;;;;;;;;;;;
2706;0732;3;Karamsina küla;Karamsina village;??????? ?????????;;;;Võru maakond, Setomaa vald, Karamsina küla;Võru county, Setomaa rural municipality, Karamsina village;???????? ????, ??????? ???????, ??????? ?????????;;;;;;;;;;;;;;;;
2707;0284;3;Karaski küla;Karaski village;??????? ???????;;;;Põlva maakond, Kanepi vald, Karaski küla;Põlva county, Kanepi rural municipality, Karaski village;????????? ????, ??????? ??????, ??????? ???????;;;;;;;;;;;;;;;;
2708;0698;3;Karba küla;Karba village;??????? ?????;;;;Võru maakond, Rõuge vald, Karba küla;Võru county, Rõuge rural municipality, Karba village;???????? ????, ??????? ?????, ??????? ?????;;;;;;;;;;;;;;;;
2710;0793;3;Kardla küla;Kardla village;??????? ??????;;;;Tartu maakond, Tartu linn, Kardla küla;Tartu county, Tartu city, Kardla village;????????? ????, ????? ?????, ??????? ??????;;;;;;;;;;;;;;;;
2712;0255;3;Kareda küla;Kareda village;??????? ??????;;;;Järva maakond, Järva vald, Kareda küla;Järva county, Järva rural municipality, Kareda village;???????? ????, ??????? ????, ??????? ??????;;;;;;;;;;;;;;;;
2713;0714;3;Kareda küla;Kareda village;??????? ??????;;;;Saare maakond, Saaremaa vald, Kareda küla;Saare county, Saaremaa rural municipality, Kareda village;????????? ????, ??????? ????????, ??????? ??????;;;;;;;;;;;;;;;;
2715;0191;3;Karepa küla;Karepa village;??????? ??????;;;;Lääne-Viru maakond, Haljala vald, Karepa küla;Lääne-Viru county, Haljala rural municipality, Karepa village;?????-???????? ????, ??????? ???????, ??????? ??????;;;;;;;;;;;;;;;;
2717;0586;3;Kargaja küla;Kargaja village;??????? ??????;;;;Tartu maakond, Peipsiääre vald, Kargaja küla;Tartu county, Peipsiääre rural municipality, Kargaja village;????????? ????, ??????? ??????????, ??????? ??????;;;;;;;;;;;;;;;;
2720;0714;3;Kargi küla;Kargi village;??????? ?????;;;;Saare maakond, Saaremaa vald, Kargi küla;Saare county, Saaremaa rural municipality, Kargi village;????????? ????, ??????? ????????, ??????? ?????;;;;;;;;;;;;;;;;
2722;0714;3;Karida küla;Karida village;??????? ??????;;;;Saare maakond, Saaremaa vald, Karida küla;Saare county, Saaremaa rural municipality, Karida village;????????? ????, ??????? ????????, ??????? ??????;;;;;;;;;;;;;;;;
2725;0171;3;Karijärve küla;Karijärve village;??????? ????????;;;;Tartu maakond, Elva vald, Karijärve küla;Tartu county, Elva rural municipality, Karijärve village;????????? ????, ??????? ????, ??????? ????????;;;;;;;;;;;;;;;;
2727;0284;3;Karilatsi küla;Karilatsi village;??????? ?????????;;;;Põlva maakond, Kanepi vald, Karilatsi küla;Põlva county, Kanepi rural municipality, Karilatsi village;????????? ????, ??????? ??????, ??????? ?????????;;;;;;;;;;;;;;;;
2728;0622;3;Karilatsi küla;Karilatsi village;??????? ?????????;;;;Põlva maakond, Põlva vald, Karilatsi küla;Põlva county, Põlva rural municipality, Karilatsi village;????????? ????, ??????? ?????, ??????? ?????????;;;;;;;;;;;;;;;;
2731;0431;3;Karilepa küla;Karilepa village;??????? ????????;;;;Harju maakond, Lääne-Harju vald, Karilepa küla;Harju county, Lääne-Harju rural municipality, Karilepa village;????????? ????, ??????? ?????-?????, ??????? ????????;;;;;;;;;;;;;;;;
2732;0430;3;Karinõmme küla;Karinõmme village;??????? ?????????;;;;Pärnu maakond, Lääneranna vald, Karinõmme küla;Pärnu county, Lääneranna rural municipality, Karinõmme village;????????? ????, ??????? ??????????, ??????? ?????????;;;;;;;;;;;;;;;;
2733;0255;3;Karinu küla;Karinu village;??????? ??????;;;;Järva maakond, Järva vald, Karinu küla;Järva county, Järva rural municipality, Karinu village;???????? ????, ??????? ????, ??????? ??????;;;;;;;;;;;;;;;;
2737;0732;3;Karisilla küla;Karisilla village;??????? ?????????;;;;Võru maakond, Setomaa vald, Karisilla küla;Võru county, Setomaa rural municipality, Karisilla village;???????? ????, ??????? ???????, ??????? ?????????;;;;;;;;;;;;;;;;
2738;0698;3;Karisöödi küla;Karisöödi village;??????? ?????????;;;;Võru maakond, Rõuge vald, Karisöödi küla;Võru county, Rõuge rural municipality, Karisöödi village;???????? ????, ??????? ?????, ??????? ?????????;;;;;;;;;;;;;;;;
2741;0661;3;Karitsa küla;Karitsa village;??????? ???????;;;;Lääne-Viru maakond, Rakvere vald, Karitsa küla;Lääne-Viru county, Rakvere rural municipality, Karitsa village;?????-???????? ????, ??????? ???????, ??????? ???????;;;;;;;;;;;;;;;;
2742;0668;3;Karitsa küla;Karitsa village;??????? ???????;;;;Rapla maakond, Rapla vald, Karitsa küla;Rapla county, Rapla rural municipality, Karitsa village;????????? ????, ??????? ?????, ??????? ???????;;;;;;;;;;;;;;;;
2744;0661;3;Karivärava küla;Karivärava village;??????? ??????????;;;;Lääne-Viru maakond, Rakvere vald, Karivärava küla;Lääne-Viru county, Rakvere rural municipality, Karivärava village;?????-???????? ????, ??????? ???????, ??????? ??????????;;;;;;;;;;;;;;;;
2747;0714;3;Karja küla;Karja village;??????? ?????;;;;Saare maakond, Saaremaa vald, Karja küla;Saare county, Saaremaa rural municipality, Karja village;????????? ????, ??????? ????????, ??????? ?????;;;;;;;;;;;;;;;;
2749;0431;3;Karjaküla alevik;Karjaküla small town;???????? ??????? ?????????;;;;Harju maakond, Lääne-Harju vald, Karjaküla alevik;Harju county, Lääne-Harju rural municipality, Karjaküla small town;????????? ????, ??????? ?????-?????, ???????? ??????? ?????????;;;;;;;;;;;;;;;;
2752;0130;3;Karjamaa küla;Karjamaa village;??????? ????????;;;;Ida-Viru maakond, Alutaguse vald, Karjamaa küla;Ida-Viru county, Alutaguse rural municipality, Karjamaa village;???-???????? ????, ??????? ?????????, ??????? ????????;;;;;;;;;;;;;;;;
2754;0615;3;Karjasoo küla;Karjasoo village;??????? ????????;;;;Viljandi maakond, Põhja-Sakala vald, Karjasoo küla;Viljandi county, Põhja-Sakala rural municipality, Karjasoo village;???????????? ????, ??????? ?????-??????, ??????? ????????;;;;;;;;;;;;;;;;
2757;0824;3;Karjatnurme küla;Karjatnurme village;??????? ???????????;;;;Valga maakond, Tõrva vald, Karjatnurme küla;Valga county, Tõrva rural municipality, Karjatnurme village;????????? ????, ??????? ?????, ??????? ???????????;;;;;;;;;;;;;;;;
2759;0480;3;Karksi küla;Karksi village;??????? ??????;;;;Viljandi maakond, Mulgi vald, Karksi küla;Viljandi county, Mulgi rural municipality, Karksi village;???????????? ????, ??????? ?????, ??????? ??????;;;;;;;;;;;;;;;;
2760;0901;3;Karkuse küla;Karkuse village;??????? ???????;;;;Lääne-Viru maakond, Vinni vald, Karkuse küla;Lääne-Viru county, Vinni rural municipality, Karkuse village;?????-???????? ????, ??????? ?????, ??????? ???????;;;;;;;;;;;;;;;;
2761;0480;3;Karksi-Nuia linn;Karksi-Nuia city;????? ??????-????;;;;Viljandi maakond, Mulgi vald, Karksi-Nuia linn;Viljandi county, Mulgi rural municipality, Karksi-Nuia city;???????????? ????, ??????? ?????, ????? ??????-????;;;;;;;;;;;;;;;;
2762;0792;3;Karkuse küla;Karkuse village;??????? ???????;;;;Lääne-Viru maakond, Tapa vald, Karkuse küla;Lääne-Viru county, Tapa rural municipality, Karkuse village;?????-???????? ????, ??????? ????, ??????? ???????;;;;;;;;;;;;;;;;
2763;0653;3;Karla küla;Karla village;??????? ?????;;;;Harju maakond, Rae vald, Karla küla;Harju county, Rae rural municipality, Karla village;????????? ????, ??????? ???, ??????? ?????;;;;;;;;;;;;;;;;
2764;0338;3;Karla küla;Karla village;??????? ?????;;;;Harju maakond, Kose vald, Karla küla;Harju county, Kose rural municipality, Karla village;????????? ????, ??????? ????, ??????? ?????;;;;;;;;;;;;;;;;
2767;0130;3;Karoli küla;Karoli village;??????? ??????;;;;Ida-Viru maakond, Alutaguse vald, Karoli küla;Ida-Viru county, Alutaguse rural municipality, Karoli village;???-???????? ????, ??????? ?????????, ??????? ??????;;;;;;;;;;;;;;;;
2769;0284;3;Karste küla;Karste village;??????? ??????;;;;Põlva maakond, Kanepi vald, Karste küla;Põlva county, Kanepi rural municipality, Karste village;????????? ????, ??????? ??????, ??????? ??????;;;;;;;;;;;;;;;;
2772;0824;3;Karu küla;Karu village;??????? ????;;;;Valga maakond, Tõrva vald, Karu küla;Valga county, Tõrva rural municipality, Karu village;????????? ????, ??????? ?????, ??????? ????;;;;;;;;;;;;;;;;
2774;0191;3;Karula küla;Karula village;??????? ??????;;;;Lääne-Viru maakond, Haljala vald, Karula küla;Lääne-Viru county, Haljala rural municipality, Karula village;?????-???????? ????, ??????? ???????, ??????? ??????;;;;;;;;;;;;;;;;
2775;0855;3;Karula küla;Karula village;??????? ??????;;;;Valga maakond, Valga vald, Karula küla;Valga county, Valga rural municipality, Karula village;????????? ????, ??????? ?????, ??????? ??????;;;;;;;;;;;;;;;;
2776;0899;3;Karula küla;Karula village;??????? ??????;;;;Viljandi maakond, Viljandi vald, Karula küla;Viljandi county, Viljandi rural municipality, Karula village;???????????? ????, ??????? ????????, ??????? ??????;;;;;;;;;;;;;;;;
2777;0430;3;Karuba küla;Karuba village;??????? ??????;;;;Pärnu maakond, Lääneranna vald, Karuba küla;Pärnu county, Lääneranna rural municipality, Karuba village;????????? ????, ??????? ??????????, ??????? ??????;;;;;;;;;;;;;;;;
2779;0191;3;Varangu küla;Varangu village;??????? ???????;;;;Lääne-Viru maakond, Haljala vald, Varangu küla;Lääne-Viru county, Haljala rural municipality, Varangu village;?????-???????? ????, ??????? ???????, ??????? ???????;;;;;;;;;;;;;;;;
2781;0661;3;Karunga küla;Karunga village;??????? ???????;;;;Lääne-Viru maakond, Rakvere vald, Karunga küla;Lääne-Viru county, Rakvere rural municipality, Karunga village;?????-???????? ????, ??????? ???????, ??????? ???????;;;;;;;;;;;;;;;;
2784;0430;3;Karuse küla;Karuse village;??????? ??????;;;;Pärnu maakond, Lääneranna vald, Karuse küla;Pärnu county, Lääneranna rural municipality, Karuse village;????????? ????, ??????? ??????????, ??????? ??????;;;;;;;;;;;;;;;;
2785;0714;3;Karuste küla;Karuste village;??????? ???????;;;;Saare maakond, Saaremaa vald, Karuste küla;Saare county, Saaremaa rural municipality, Karuste village;????????? ????, ??????? ????????, ??????? ???????;;;;;;;;;;;;;;;;
2787;0441;3;Kasari küla;Kasari village;??????? ??????;;;;Lääne maakond, Lääne-Nigula vald, Kasari küla;Lääne county, Lääne-Nigula rural municipality, Kasari village;????????? ????, ??????? ?????-??????, ??????? ??????;;;;;;;;;;;;;;;;
2788;0732;3;Kasakova küla;Kasakova village;??????? ????????;;;;Võru maakond, Setomaa vald, Kasakova küla;Võru county, Setomaa rural municipality, Kasakova village;???????? ????, ??????? ???????, ??????? ????????;;;;;;;;;;;;;;;;
2789;0917;3;Kasaritsa küla;Kasaritsa village;??????? ?????????;;;;Võru maakond, Võru vald, Kasaritsa küla;Võru county, Võru rural municipality, Kasaritsa village;???????? ????, ??????? ????, ??????? ?????????;;;;;;;;;;;;;;;;
2792;0430;3;Kaseküla;Kaseküla village;??????? ????????;;;;Pärnu maakond, Lääneranna vald, Kaseküla;Pärnu county, Lääneranna rural municipality, Kaseküla village;????????? ????, ??????? ??????????, ??????? ????????;;;;;;;;;;;;;;;;
2794;0719;3;Kasemetsa küla;Kasemetsa village;??????? ?????????;;;;Harju maakond, Saku vald, Kasemetsa küla;Harju county, Saku rural municipality, Kasemetsa village;????????? ????, ??????? ????, ??????? ?????????;;;;;;;;;;;;;;;;
2797;0431;3;Kasepere küla;Kasepere village;??????? ????????;;;;Harju maakond, Lääne-Harju vald, Kasepere küla;Harju county, Lääne-Harju rural municipality, Kasepere village;????????? ????, ??????? ?????-?????, ??????? ????????;;;;;;;;;;;;;;;;
2799;0586;3;Kasepää alevik;Kasepää small town;???????? ??????? ???????;;;;Tartu maakond, Peipsiääre vald, Kasepää alevik;Tartu county, Peipsiääre rural municipality, Kasepää small town;????????? ????, ??????? ??????????, ???????? ??????? ???????;;;;;;;;;;;;;;;;
2800;0486;3;Kasepää küla;Kasepää village;??????? ???????;;;;Jõgeva maakond, Mustvee vald, Kasepää küla;Jõgeva county, Mustvee rural municipality, Kasepää village;?????????? ????, ??????? ???????, ??????? ???????;;;;;;;;;;;;;;;;
2802;0130;3;Kasevälja küla;Kasevälja village;??????? ?????????;;;;Ida-Viru maakond, Alutaguse vald, Kasevälja küla;Ida-Viru county, Alutaguse rural municipality, Kasevälja village;???-???????? ????, ??????? ?????????, ??????? ?????????;;;;;;;;;;;;;;;;
2804;0353;3;Kasispea küla;Kasispea village;??????? ????????;;;;Harju maakond, Kuusalu vald, Kasispea küla;Harju county, Kuusalu rural municipality, Kasispea village;????????? ????, ??????? ???????, ??????? ????????;;;;;;;;;;;;;;;;
2807;0205;3;Kassari küla;Kassari village;??????? ???????;;;;Hiiu maakond, Hiiumaa vald, Kassari küla;Hiiu county, Hiiumaa rural municipality, Kassari village;???????? ????, ??????? ???????, ??????? ???????;;;;;;;;;;;;;;;;
2810;0796;3;Kassema küla;Kassema village;??????? ???????;;;;Tartu maakond, Tartu vald, Kassema küla;Tartu county, Tartu rural municipality, Kassema village;????????? ????, ??????? ?????, ??????? ???????;;;;;;;;;;;;;;;;
2812;0142;3;Kassi küla;Kassi village;??????? ?????;;;;Võru maakond, Antsla vald, Kassi küla;Võru county, Antsla rural municipality, Kassi village;???????? ????, ??????? ??????, ??????? ?????;;;;;;;;;;;;;;;;
2813;0899;3;Kassi küla;Kassi village;??????? ?????;;;;Viljandi maakond, Viljandi vald, Kassi küla;Viljandi county, Viljandi rural municipality, Kassi village;???????????? ????, ??????? ????????, ??????? ?????;;;;;;;;;;;;;;;;
