CODE;PARENT_CODE;ITEM_LEVEL;NAME_ET;NAME_EN;NAME_RU;SHORTNAME_ET;SHORTNAME_EN;SHORTNAME_RU;DESCRIPTION_ET;DESCRIPTION_EN;DESCRIPTION_RU;INCLUDES_ET;INCLUDES_EN;INCLUDES_RU;INCLUDES_ALSO_ET;INCLUDES_ALSO_EN;INCLUDES_ALSO_RU;EXCLUDES_ET;EXCLUDES_EN;EXCLUDES_RU;NOTES;MEAS_UNIT;ALTTEXT_ET;ALTTEXT_EN;ALTTEXT_RU;VALIDFROM;VALIDTO
4342;0247;3;Liikatku küla;Liikatku village;??????? ????????;;;;Jõgeva maakond, Jõgeva vald, Liikatku küla;Jõgeva county, Jõgeva rural municipality, Liikatku village;?????????? ????, ??????? ??????, ??????? ????????;;;;;;;;;;;;;;;;
4343;0714;3;Liivaranna küla;Liivaranna village;??????? ??????????;;;;Saare maakond, Saaremaa vald, Liivaranna küla;Saare county, Saaremaa rural municipality, Liivaranna village;????????? ????, ??????? ????????, ??????? ??????????;;;;;;;;;;;;;;;;
4344;0198;3;Liikva küla;Liikva village;??????? ??????;;;;Harju maakond, Harku vald, Liikva küla;Harju county, Harku rural municipality, Liikva village;????????? ????, ??????? ?????, ??????? ??????;;;;;;;;;;;;;;;;
4345;0714;3;Liiküla;Liiküla village;??????? ???????;;;;Saare maakond, Saaremaa vald, Liiküla;Saare county, Saaremaa rural municipality, Liiküla village;????????? ????, ??????? ????????, ??????? ???????;;;;;;;;;;;;;;;;
4346;0714;3;Liivanõmme küla;Liivanõmme village;??????? ??????????;;;;Saare maakond, Saaremaa vald, Liivanõmme küla;Saare county, Saaremaa rural municipality, Liivanõmme village;????????? ????, ??????? ????????, ??????? ??????????;;;;;;;;;;;;;;;;
4347;0442;3;Liimala küla;Liimala village;??????? ???????;;;;Ida-Viru maakond, Lüganuse vald, Liimala küla;Ida-Viru county, Lüganuse rural municipality, Liimala village;???-???????? ????, ??????? ????????, ??????? ???????;;;;;;;;;;;;;;;;
4348;0917;3;Liinamäe küla;Liinamäe village;??????? ????????;;;;Võru maakond, Võru vald, Liinamäe küla;Võru county, Võru rural municipality, Liinamäe village;???????? ????, ??????? ????, ??????? ????????;;;;;;;;;;;;;;;;
4349;0291;3;Liispõllu küla;Liispõllu village;??????? ?????????;;;;Tartu maakond, Kastre vald, Liispõllu küla;Tartu county, Kastre rural municipality, Liispõllu village;????????? ????, ??????? ??????, ??????? ?????????;;;;;;;;;;;;;;;;
4350;0441;3;Liivaküla;Liivaküla village;??????? ?????????;;;;Lääne maakond, Lääne-Nigula vald, Liivaküla;Lääne county, Lääne-Nigula rural municipality, Liivaküla village;????????? ????, ??????? ?????-??????, ??????? ?????????;;;;;;;;;;;;;;;;
4351;0184;3;Liivaküla;Liivaküla village;??????? ?????????;;;;Lääne maakond, Haapsalu linn, Liivaküla;Lääne county, Haapsalu city, Liivaküla village;????????? ????, ????? ????????, ??????? ?????????;;;;;;;;;;;;;;;;
4352;0338;3;Liiva küla;Liiva village;??????? ?????;;;;Harju maakond, Kose vald, Liiva küla;Harju county, Kose rural municipality, Liiva village;????????? ????, ??????? ????, ??????? ?????;;;;;;;;;;;;;;;;
4353;0478;3;Liiva küla;Liiva village;??????? ?????;;;;Saare maakond, Muhu vald, Liiva küla;Saare county, Muhu rural municipality, Liiva village;????????? ????, ??????? ????, ??????? ?????;;;;;;;;;;;;;;;;
4354;0624;3;Liiva küla;Liiva village;??????? ?????;;;;Pärnu maakond, Pärnu linn, Liiva küla;Pärnu county, Pärnu city, Liiva village;????????? ????, ????? ?????, ??????? ?????;;;;;;;;;;;;;;;;
4356;0928;3;Liivaküla;Liivaküla village;??????? ?????????;;;;Lääne-Viru maakond, Väike-Maarja vald, Liivaküla;Lääne-Viru county, Väike-Maarja rural municipality, Liivaküla village;?????-???????? ????, ??????? ?????-??????, ??????? ?????????;;;;;;;;;;;;;;;;
4357;0917;3;Liiva küla;Liiva village;??????? ?????;;;;Võru maakond, Võru vald, Liiva küla;Võru county, Võru rural municipality, Liiva village;???????? ????, ??????? ????, ??????? ?????;;;;;;;;;;;;;;;;
4358;0698;3;Liivakupalu küla;Liivakupalu village;??????? ???????????;;;;Võru maakond, Rõuge vald, Liivakupalu küla;Võru county, Rõuge rural municipality, Liivakupalu village;???????? ????, ??????? ?????, ??????? ???????????;;;;;;;;;;;;;;;;
4359;0245;3;Liivamäe küla;Liivamäe village;??????? ????????;;;;Harju maakond, Jõelähtme vald, Liivamäe küla;Harju county, Jõelähtme rural municipality, Liivamäe village;????????? ????, ??????? ?????????, ??????? ????????;;;;;;;;;;;;;;;;
4361;0441;3;Liivi küla;Liivi village;??????? ?????;;;;Lääne maakond, Lääne-Nigula vald, Liivi küla;Lääne county, Lääne-Nigula rural municipality, Liivi village;????????? ????, ??????? ?????-??????, ??????? ?????;;;;;;;;;;;;;;;;
4363;0714;3;Liiva küla;Liiva village;??????? ?????;;;;Saare maakond, Saaremaa vald, Liiva küla;Saare county, Saaremaa rural municipality, Liiva village;????????? ????, ??????? ????????, ??????? ?????;;;;;;;;;;;;;;;;
4364;0247;3;Liivoja küla;Liivoja village;??????? ??????;;;;Jõgeva maakond, Jõgeva vald, Liivoja küla;Jõgeva county, Jõgeva rural municipality, Liivoja village;?????????? ????, ??????? ??????, ??????? ??????;;;;;;;;;;;;;;;;
4366;0714;3;Liiva-Putla küla;Liiva-Putla village;??????? ?????-?????;;;;Saare maakond, Saaremaa vald, Liiva-Putla küla;Saare county, Saaremaa rural municipality, Liiva-Putla village;????????? ????, ??????? ????????, ??????? ?????-?????;;;;;;;;;;;;;;;;
4367;0247;3;Lilastvere küla;Lilastvere village;??????? ??????????;;;;Jõgeva maakond, Jõgeva vald, Lilastvere küla;Jõgeva county, Jõgeva rural municipality, Lilastvere village;?????????? ????, ??????? ??????, ??????? ??????????;;;;;;;;;;;;;;;;
4368;0714;3;Lilbi küla;Lilbi village;??????? ?????;;;;Saare maakond, Saaremaa vald, Lilbi küla;Saare county, Saaremaa rural municipality, Lilbi village;????????? ????, ??????? ????????, ??????? ?????;;;;;;;;;;;;;;;;
4369;0141;3;Lilli küla;Lilli village;??????? ?????;;;;Harju maakond, Anija vald, Lilli küla;Harju county, Anija rural municipality, Lilli village;????????? ????, ??????? ????, ??????? ?????;;;;;;;;;;;;;;;;
4370;0480;3;Lilli küla;Lilli village;??????? ?????;;;;Viljandi maakond, Mulgi vald, Lilli küla;Viljandi county, Mulgi rural municipality, Lilli village;???????????? ????, ??????? ?????, ??????? ?????;;;;;;;;;;;;;;;;
4371;0205;3;Lilbi küla;Lilbi village;??????? ?????;;;;Hiiu maakond, Hiiumaa vald, Lilbi küla;Hiiu county, Hiiumaa rural municipality, Lilbi village;???????? ????, ??????? ???????, ??????? ?????;;;;;;;;;;;;;;;;
4372;0698;3;Lillimõisa küla;Lillimõisa village;??????? ??????????;;;;Võru maakond, Rõuge vald, Lillimõisa küla;Võru county, Rõuge rural municipality, Lillimõisa village;???????? ????, ??????? ?????, ??????? ??????????;;;;;;;;;;;;;;;;
4373;0917;3;Lilli-Anne küla;Lilli-Anne village;??????? ?????-????;;;;Võru maakond, Võru vald, Lilli-Anne küla;Võru county, Võru rural municipality, Lilli-Anne village;???????? ????, ??????? ????, ??????? ?????-????;;;;;;;;;;;;;;;;
4374;0130;3;Liivakünka küla;Liivakünka village;??????? ??????????;;;;Ida-Viru maakond, Alutaguse vald, Liivakünka küla;Ida-Viru county, Alutaguse rural municipality, Liivakünka village;???-???????? ????, ??????? ?????????, ??????? ??????????;;;;;;;;;;;;;;;;
4376;0171;3;Lilleküla;Lilleküla village;??????? ????e????;;;;Tartu maakond, Elva vald, Lilleküla;Tartu county, Elva rural municipality, Lilleküla village;????????? ????, ??????? ????, ??????? ????e????;;;;;;;;;;;;;;;;
4377;0796;3;Lilu küla;Lilu village;??????? ????;;;;Tartu maakond, Tartu vald, Lilu küla;Tartu county, Tartu rural municipality, Lilu village;????????? ????, ??????? ?????, ??????? ????;;;;;;;;;;;;;;;;
4378;0653;3;Limu küla;Limu village;??????? ????;;;;Harju maakond, Rae vald, Limu küla;Harju county, Rae rural municipality, Limu village;????????? ????, ??????? ???, ??????? ????;;;;;;;;;;;;;;;;
4379;0586;3;Linaleo küla;Linaleo village;??????? ???????;;;;Tartu maakond, Peipsiääre vald, Linaleo küla;Tartu county, Peipsiääre rural municipality, Linaleo village;????????? ????, ??????? ??????????, ??????? ???????;;;;;;;;;;;;;;;;
4381;0303;3;Linaküla;Linaküla village;??????? ????????;;;;Pärnu maakond, Kihnu vald, Linaküla;Pärnu county, Kihnu rural municipality, Linaküla village;????????? ????, ??????? ?????, ??????? ????????;;;;;;;;;;;;;;;;
4384;0624;3;Lindi küla;Lindi village;??????? ?????;;;;Pärnu maakond, Pärnu linn, Lindi küla;Pärnu county, Pärnu city, Lindi village;????????? ????, ????? ?????, ??????? ?????;;;;;;;;;;;;;;;;
4385;0714;3;Lindmetsa küla;Lindmetsa village;??????? ?????????;;;;Saare maakond, Saaremaa vald, Lindmetsa küla;Saare county, Saaremaa rural municipality, Lindmetsa village;????????? ????, ??????? ????????, ??????? ?????????;;;;;;;;;;;;;;;;
4386;0917;3;Lindora küla;Lindora village;??????? ???????;;;;Võru maakond, Võru vald, Lindora küla;Võru county, Võru rural municipality, Lindora village;???????? ????, ??????? ????, ??????? ???????;;;;;;;;;;;;;;;;
4388;0732;3;Lindsi küla;Lindsi village;??????? ??????;;;;Võru maakond, Setomaa vald, Lindsi küla;Võru county, Setomaa rural municipality, Lindsi village;???????? ????, ??????? ???????, ??????? ??????;;;;;;;;;;;;;;;;
4389;0251;3;Linna küla;Linna village;??????? ?????;;;;Ida-Viru maakond, Jõhvi vald, Linna küla;Ida-Viru county, Jõhvi rural municipality, Linna village;???-???????? ????, ??????? ?????, ??????? ?????;;;;;;;;;;;;;;;;
4390;0824;3;Linna küla;Linna village;??????? ?????;;;;Valga maakond, Tõrva vald, Linna küla;Valga county, Tõrva rural municipality, Linna village;????????? ????, ??????? ?????, ??????? ?????;;;;;;;;;;;;;;;;
4392;0293;3;Linnaaluste küla;Linnaaluste village;??????? ???????????;;;;Rapla maakond, Kehtna vald, Linnaaluste küla;Rapla county, Kehtna rural municipality, Linnaaluste village;????????? ????, ??????? ??????, ??????? ???????????;;;;;;;;;;;;;;;;
4395;0714;3;Linnaka küla;Linnaka village;??????? ???????;;;;Saare maakond, Saaremaa vald, Linnaka küla;Saare county, Saaremaa rural municipality, Linnaka village;????????? ????, ??????? ????????, ??????? ???????;;;;;;;;;;;;;;;;
4397;0141;3;Linnakse küla;Linnakse village;??????? ????????;;;;Harju maakond, Anija vald, Linnakse küla;Harju county, Anija rural municipality, Linnakse village;????????? ????, ??????? ????, ??????? ????????;;;;;;;;;;;;;;;;
4400;0441;3;Linnamäe küla;Linnamäe village;??????? ????????;;;;Lääne maakond, Lääne-Nigula vald, Linnamäe küla;Lääne county, Lääne-Nigula rural municipality, Linnamäe village;????????? ????, ??????? ?????-??????, ??????? ????????;;;;;;;;;;;;;;;;
4401;0917;3;Linnamäe küla;Linnamäe village;??????? ????????;;;;Võru maakond, Võru vald, Linnamäe küla;Võru county, Võru rural municipality, Linnamäe village;???????? ????, ??????? ????, ??????? ????????;;;;;;;;;;;;;;;;
4402;0205;3;Linnumäe küla;Linnumäe village;??????? ????????;;;;Hiiu maakond, Hiiumaa vald, Linnumäe küla;Hiiu county, Hiiumaa rural municipality, Linnumäe village;???????? ????, ??????? ???????, ??????? ????????;;;;;;;;;;;;;;;;
4403;0792;3;Linnape küla;Linnape village;??????? ???????;;;;Lääne-Viru maakond, Tapa vald, Linnape küla;Lääne-Viru county, Tapa rural municipality, Linnape village;?????-???????? ????, ??????? ????, ??????? ???????;;;;;;;;;;;;;;;;
4406;0430;3;Linnuse küla;Linnuse village;??????? ???????;;;;Pärnu maakond, Lääneranna vald, Linnuse küla;Pärnu county, Lääneranna rural municipality, Linnuse village;????????? ????, ??????? ??????????, ??????? ???????;;;;;;;;;;;;;;;;
4407;0478;3;Linnuse küla;Linnuse village;??????? ???????;;;;Saare maakond, Muhu vald, Linnuse küla;Saare county, Muhu rural municipality, Linnuse village;????????? ????, ??????? ????, ??????? ???????;;;;;;;;;;;;;;;;
4408;0903;3;Linnuse küla;Linnuse village;??????? ???????;;;;Lääne-Viru maakond, Viru-Nigula vald, Linnuse küla;Lääne-Viru county, Viru-Nigula rural municipality, Linnuse village;?????-???????? ????, ??????? ????-??????, ??????? ???????;;;;;;;;;;;;;;;;
4409;0714;3;Linnuse küla;Linnuse village;??????? ???????;;;;Saare maakond, Saaremaa vald, Linnuse küla;Saare county, Saaremaa rural municipality, Linnuse village;????????? ????, ??????? ????????, ??????? ???????;;;;;;;;;;;;;;;;
4410;0708;3;Linte küla;Linte village;??????? ?????;;;;Põlva maakond, Räpina vald, Linte küla;Põlva county, Räpina rural municipality, Linte village;????????? ????, ??????? ??????, ??????? ?????;;;;;;;;;;;;;;;;
4413;0668;3;Lipa küla;Lipa village;??????? ????;;;;Rapla maakond, Rapla vald, Lipa küla;Rapla county, Rapla rural municipality, Lipa village;????????? ????, ??????? ?????, ??????? ????;;;;;;;;;;;;;;;;
4416;0668;3;Lipametsa küla;Lipametsa village;??????? ?????????;;;;Rapla maakond, Rapla vald, Lipametsa küla;Rapla county, Rapla rural municipality, Lipametsa village;????????? ????, ??????? ?????, ??????? ?????????;;;;;;;;;;;;;;;;
4418;0130;3;Lipniku küla;Lipniku village;??????? ???????;;;;Ida-Viru maakond, Alutaguse vald, Lipniku küla;Ida-Viru county, Alutaguse rural municipality, Lipniku village;???-???????? ????, ??????? ?????????, ??????? ???????;;;;;;;;;;;;;;;;
4419;0442;3;Lipu küla;Lipu village;??????? ????;;;;Ida-Viru maakond, Lüganuse vald, Lipu küla;Ida-Viru county, Lüganuse rural municipality, Lipu village;???-???????? ????, ??????? ????????, ??????? ????;;;;;;;;;;;;;;;;
4421;0668;3;Lipstu küla;Lipstu village;??????? ??????;;;;Rapla maakond, Rapla vald, Lipstu küla;Rapla county, Rapla rural municipality, Lipstu village;????????? ????, ??????? ?????, ??????? ??????;;;;;;;;;;;;;;;;
4422;0698;3;Listaku küla;Listaku village;??????? ???????;;;;Võru maakond, Rõuge vald, Listaku küla;Võru county, Rõuge rural municipality, Listaku village;???????? ????, ??????? ?????, ??????? ???????;;;;;;;;;;;;;;;;
4424;0917;3;Listaku küla;Listaku village;??????? ???????;;;;Võru maakond, Võru vald, Listaku küla;Võru county, Võru rural municipality, Listaku village;???????? ????, ??????? ????, ??????? ???????;;;;;;;;;;;;;;;;
4425;0732;3;Litvina küla;Litvina village;??????? ???????;;;;Võru maakond, Setomaa vald, Litvina küla;Võru county, Setomaa rural municipality, Litvina village;???????? ????, ??????? ???????, ??????? ???????;;;;;;;;;;;;;;;;
4426;0184;3;Litu küla;Litu village;??????? ????;;;;Lääne maakond, Haapsalu linn, Litu küla;Lääne county, Haapsalu city, Litu village;????????? ????, ????? ????????, ??????? ????;;;;;;;;;;;;;;;;
4427;0142;3;Litsmetsa küla;Litsmetsa village;??????? ?????????;;;;Võru maakond, Antsla vald, Litsmetsa küla;Võru county, Antsla rural municipality, Litsmetsa village;???????? ????, ??????? ??????, ??????? ?????????;;;;;;;;;;;;;;;;
4428;0255;3;Liusvere küla;Liusvere village;??????? ????????;;;;Järva maakond, Järva vald, Liusvere küla;Järva county, Järva rural municipality, Liusvere village;???????? ????, ??????? ????, ??????? ????????;;;;;;;;;;;;;;;;
4429;0430;3;Liustemäe küla;Liustemäe village;??????? ?????????;;;;Pärnu maakond, Lääneranna vald, Liustemäe küla;Pärnu county, Lääneranna rural municipality, Liustemäe village;????????? ????, ??????? ??????????, ??????? ?????????;;;;;;;;;;;;;;;;
4430;0624;3;Liu küla;Liu village;??????? ???;;;;Pärnu maakond, Pärnu linn, Liu küla;Pärnu county, Pärnu city, Liu village;????????? ????, ????? ?????, ??????? ???;;;;;;;;;;;;;;;;
4433;0824;3;Liva küla;Liva village;??????? ????;;;;Valga maakond, Tõrva vald, Liva küla;Valga county, Tõrva rural municipality, Liva village;????????? ????, ??????? ?????, ??????? ????;;;;;;;;;;;;;;;;
4435;0732;3;Lobotka küla;Lobotka village;??????? ???????;;;;Võru maakond, Setomaa vald, Lobotka küla;Võru county, Setomaa rural municipality, Lobotka village;???????? ????, ??????? ???????, ??????? ???????;;;;;;;;;;;;;;;;
4437;0191;3;Lobi küla;Lobi village;??????? ????;;;;Lääne-Viru maakond, Haljala vald, Lobi küla;Lääne-Viru county, Haljala rural municipality, Lobi village;?????-???????? ????, ??????? ???????, ??????? ????;;;;;;;;;;;;;;;;
4440;0712;3;Lodja küla;Lodja village;??????? ?????;;;;Pärnu maakond, Saarde vald, Lodja küla;Pärnu county, Saarde rural municipality, Lodja village;????????? ????, ??????? ??????, ??????? ?????;;;;;;;;;;;;;;;;
4443;0668;3;Loe küla;Loe village;??????? ???;;;;Rapla maakond, Rapla vald, Loe küla;Rapla county, Rapla rural municipality, Loe village;????????? ????, ??????? ?????, ??????? ???;;;;;;;;;;;;;;;;
4446;0622;3;Logina küla;Logina village;??????? ??????;;;;Põlva maakond, Põlva vald, Logina küla;Põlva county, Põlva rural municipality, Logina village;????????? ????, ??????? ?????, ??????? ??????;;;;;;;;;;;;;;;;
4449;0442;3;Lohkuse küla;Lohkuse village;??????? ???????;;;;Ida-Viru maakond, Lüganuse vald, Lohkuse küla;Ida-Viru county, Lüganuse rural municipality, Lohkuse village;???-???????? ????, ??????? ????????, ??????? ???????;;;;;;;;;;;;;;;;
4451;0432;3;Lohkva küla;Lohkva village;??????? ??????;;;;Tartu maakond, Luunja vald, Lohkva küla;Tartu county, Luunja rural municipality, Lohkva village;????????? ????, ??????? ??????, ??????? ??????;;;;;;;;;;;;;;;;
4453;0317;3;Lohu küla;Lohu village;??????? ????;;;;Rapla maakond, Kohila vald, Lohu küla;Rapla county, Kohila rural municipality, Lohu village;????????? ????, ??????? ??????, ??????? ????;;;;;;;;;;;;;;;;
4456;0431;3;Lohusalu küla;Lohusalu village;??????? ????????;;;;Harju maakond, Lääne-Harju vald, Lohusalu küla;Harju county, Lääne-Harju rural municipality, Lohusalu village;????????? ????, ??????? ?????-?????, ??????? ????????;;;;;;;;;;;;;;;;
4459;0486;3;Lohusuu alevik;Lohusuu small town;???????? ??????? ???????;;;;Jõgeva maakond, Mustvee vald, Lohusuu alevik;Jõgeva county, Mustvee rural municipality, Lohusuu small town;?????????? ????, ??????? ???????, ???????? ??????? ???????;;;;;;;;;;;;;;;;
4462;0899;3;Loime küla;Loime village;??????? ?????;;;;Viljandi maakond, Viljandi vald, Loime küla;Viljandi county, Viljandi rural municipality, Loime village;???????????? ????, ??????? ????????, ??????? ?????;;;;;;;;;;;;;;;;
4465;0205;3;Loja küla;Loja village;??????? ???;;;;Hiiu maakond, Hiiumaa vald, Loja küla;Hiiu county, Hiiumaa rural municipality, Loja village;???????? ????, ??????? ???????, ??????? ???;;;;;;;;;;;;;;;;
4468;0622;3;Loko küla;Loko village;??????? ????;;;;Põlva maakond, Põlva vald, Loko küla;Põlva county, Põlva rural municipality, Loko village;????????? ????, ??????? ?????, ??????? ????;;;;;;;;;;;;;;;;
4470;0792;3;Loksa küla;Loksa village;??????? ?????;;;;Lääne-Viru maakond, Tapa vald, Loksa küla;Lääne-Viru county, Tapa rural municipality, Loksa village;?????-???????? ????, ??????? ????, ??????? ?????;;;;;;;;;;;;;;;;
4471;0353;3;Loksa küla;Loksa village;??????? ?????;;;;Harju maakond, Kuusalu vald, Loksa küla;Harju county, Kuusalu rural municipality, Loksa village;????????? ????, ??????? ???????, ??????? ?????;;;;;;;;;;;;;;;;
4473;0792;3;Loksu küla;Loksu village;??????? ?????;;;;Lääne-Viru maakond, Tapa vald, Loksu küla;Lääne-Viru county, Tapa rural municipality, Loksu village;?????-???????? ????, ??????? ????, ??????? ?????;;;;;;;;;;;;;;;;
4474;0792;3;Lokuta küla;Lokuta village;??????? ??????;;;;Lääne-Viru maakond, Tapa vald, Lokuta küla;Lääne-Viru county, Tapa rural municipality, Lokuta village;?????-???????? ????, ??????? ????, ??????? ??????;;;;;;;;;;;;;;;;
4476;0293;3;Lokuta küla;Lokuta village;??????? ??????;;;;Rapla maakond, Kehtna vald, Lokuta küla;Rapla county, Kehtna rural municipality, Lokuta village;????????? ????, ??????? ??????, ??????? ??????;;;;;;;;;;;;;;;;
4477;0834;3;Lokuta küla;Lokuta village;??????? ??????;;;;Järva maakond, Türi vald, Lokuta küla;Järva county, Türi rural municipality, Lokuta village;???????? ????, ??????? ????, ??????? ??????;;;;;;;;;;;;;;;;
4479;0502;3;Lokuta küla;Lokuta village;??????? ??????;;;;Rapla maakond, Märjamaa vald, Lokuta küla;Rapla county, Märjamaa rural municipality, Lokuta village;????????? ????, ??????? ????????, ??????? ??????;;;;;;;;;;;;;;;;
4481;0719;3;Lokuti küla;Lokuti village;??????? ??????;;;;Harju maakond, Saku vald, Lokuti küla;Harju county, Saku rural municipality, Lokuti village;????????? ????, ??????? ????, ??????? ??????;;;;;;;;;;;;;;;;
4484;0899;3;Lolu küla;Lolu village;??????? ????;;;;Viljandi maakond, Viljandi vald, Lolu küla;Viljandi county, Viljandi rural municipality, Lolu village;???????????? ????, ??????? ????????, ??????? ????;;;;;;;;;;;;;;;;
4488;0796;3;Lombi küla;Lombi village;??????? ?????;;;;Tartu maakond, Tartu vald, Lombi küla;Tartu county, Tartu rural municipality, Lombi village;????????? ????, ??????? ?????, ??????? ?????;;;;;;;;;;;;;;;;
4490;0917;3;Lompka küla;Lompka village;??????? ??????;;;;Võru maakond, Võru vald, Lompka küla;Võru county, Võru rural municipality, Lompka village;???????? ????, ??????? ????, ??????? ??????;;;;;;;;;;;;;;;;
4493;0855;3;Londi küla;Londi village;??????? ?????;;;;Valga maakond, Valga vald, Londi küla;Valga county, Valga rural municipality, Londi village;????????? ????, ??????? ?????, ??????? ?????;;;;;;;;;;;;;;;;
4494;0245;3;Loo küla;Loo village;??????? ???;;;;Harju maakond, Jõelähtme vald, Loo küla;Harju county, Jõelähtme rural municipality, Loo village;????????? ????, ??????? ?????????, ??????? ???;;;;;;;;;;;;;;;;
4496;0245;3;Loo alevik;Loo small town;???????? ??????? ???;;;;Harju maakond, Jõelähtme vald, Loo alevik;Harju county, Jõelähtme rural municipality, Loo small town;????????? ????, ??????? ?????????, ???????? ??????? ???;;;;;;;;;;;;;;;;
4498;0272;3;Loobu küla;Loobu village;??????? ?????;;;;Lääne-Viru maakond, Kadrina vald, Loobu küla;Lääne-Viru county, Kadrina rural municipality, Loobu village;?????-???????? ????, ??????? ???????, ??????? ?????;;;;;;;;;;;;;;;;
4501;0899;3;Loodi küla;Loodi village;??????? ?????;;;;Viljandi maakond, Viljandi vald, Loodi küla;Viljandi county, Viljandi rural municipality, Loodi village;???????????? ????, ??????? ????????, ??????? ?????;;;;;;;;;;;;;;;;
4502;0698;3;Loogamäe küla;Loogamäe village;??????? ????????;;;;Võru maakond, Rõuge vald, Loogamäe küla;Võru county, Rõuge rural municipality, Loogamäe village;???????? ????, ??????? ?????, ??????? ????????;;;;;;;;;;;;;;;;
4503;0502;3;Loodna küla;Loodna village;??????? ??????;;;;Rapla maakond, Märjamaa vald, Loodna küla;Rapla county, Märjamaa rural municipality, Loodna village;????????? ????, ??????? ????????, ??????? ??????;;;;;;;;;;;;;;;;
4504;0638;3;Loomse küla;Loomse village;??????? ??????;;;;Pärnu maakond, Põhja-Pärnumaa vald, Loomse küla;Pärnu county, Põhja-Pärnumaa rural municipality, Loomse village;????????? ????, ??????? ?????-????????, ??????? ??????;;;;;;;;;;;;;;;;
4506;0141;3;Looküla;Looküla village;??????? ???????;;;;Harju maakond, Anija vald, Looküla;Harju county, Anija rural municipality, Looküla village;????????? ????, ??????? ????, ??????? ???????;;;;;;;;;;;;;;;;
4509;0714;3;Loona küla;Loona village;??????? ?????;;;;Saare maakond, Saaremaa vald, Loona küla;Saare county, Saaremaa rural municipality, Loona village;????????? ????, ??????? ????????, ??????? ?????;;;;;;;;;;;;;;;;
4511;0317;3;Loone küla;Loone village;??????? ?????;;;;Rapla maakond, Kohila vald, Loone küla;Rapla county, Kohila rural municipality, Loone village;????????? ????, ??????? ??????, ??????? ?????;;;;;;;;;;;;;;;;
4513;0618;3;Loopre küla;Loopre village;??????? ??????;;;;Jõgeva maakond, Põltsamaa vald, Loopre küla;Jõgeva county, Põltsamaa rural municipality, Loopre village;?????????? ????, ??????? ?????????, ??????? ??????;;;;;;;;;;;;;;;;
4514;0615;3;Loopre küla;Loopre village;??????? ??????;;;;Viljandi maakond, Põhja-Sakala vald, Loopre küla;Viljandi county, Põhja-Sakala rural municipality, Loopre village;???????????? ????, ??????? ?????-??????, ??????? ??????;;;;;;;;;;;;;;;;
4517;0917;3;Loosi küla;Loosi village;??????? ?????;;;;Võru maakond, Võru vald, Loosi küla;Võru county, Võru rural municipality, Loosi village;???????? ????, ??????? ????, ??????? ?????;;;;;;;;;;;;;;;;
4519;0917;3;Loosu küla;Loosu village;??????? ?????;;;;Võru maakond, Võru vald, Loosu küla;Võru county, Võru rural municipality, Loosu village;???????? ????, ??????? ????, ??????? ?????;;;;;;;;;;;;;;;;
4522;0622;3;Lootvina küla;Lootvina village;??????? ????????;;;;Põlva maakond, Põlva vald, Lootvina küla;Põlva county, Põlva rural municipality, Lootvina village;????????? ????, ??????? ?????, ??????? ????????;;;;;;;;;;;;;;;;
4525;0557;3;Lossiküla;Lossiküla village;??????? ?????????;;;;Valga maakond, Otepää vald, Lossiküla;Valga county, Otepää rural municipality, Lossiküla village;????????? ????, ??????? ??????, ??????? ?????????;;;;;;;;;;;;;;;;
4527;0171;3;Lossimäe küla;Lossimäe village;??????? ????????;;;;Tartu maakond, Elva vald, Lossimäe küla;Tartu county, Elva rural municipality, Lossimäe village;????????? ????, ??????? ????, ??????? ????????;;;;;;;;;;;;;;;;
4530;0855;3;Lota küla;Lota village;??????? ????;;;;Valga maakond, Valga vald, Lota küla;Valga county, Valga rural municipality, Lota village;????????? ????, ??????? ?????, ??????? ????;;;;;;;;;;;;;;;;
4534;0890;3;Lubja küla;Lubja village;??????? ?????;;;;Harju maakond, Viimsi vald, Lubja küla;Harju county, Viimsi rural municipality, Lubja village;????????? ????, ??????? ??????, ??????? ?????;;;;;;;;;;;;;;;;
4537;0205;3;Luguse küla;Luguse village;??????? ??????;;;;Hiiu maakond, Hiiumaa vald, Luguse küla;Hiiu county, Hiiumaa rural municipality, Luguse village;???????? ????, ??????? ???????, ??????? ??????;;;;;;;;;;;;;;;;
4541;0732;3;Lütä küla;Lütä village;??????? ????;;;;Võru maakond, Setomaa vald, Lütä küla;Võru county, Setomaa rural municipality, Lütä village;???????? ????, ??????? ???????, ??????? ????;;;;;;;;;;;;;;;;
4542;0142;3;Luhametsa küla;Luhametsa village;??????? ?????????;;;;Võru maakond, Antsla vald, Luhametsa küla;Võru county, Antsla rural municipality, Luhametsa village;???????? ????, ??????? ??????, ??????? ?????????;;;;;;;;;;;;;;;;
4544;0917;3;Luhte küla;Luhte village;??????? ?????;;;;Võru maakond, Võru vald, Luhte küla;Võru county, Võru rural municipality, Luhte village;???????? ????, ??????? ????, ??????? ?????;;;;;;;;;;;;;;;;
4546;0205;3;Luidja küla;Luidja village;??????? ??????;;;;Hiiu maakond, Hiiumaa vald, Luidja küla;Hiiu county, Hiiumaa rural municipality, Luidja village;???????? ????, ??????? ???????, ??????? ??????;;;;;;;;;;;;;;;;
